Geneid,ensembl_gene_id,hgnc_symbol
ENSG00000255522.1,ENSG00000255522,SNRPCP5
ENSG00000255523.1,ENSG00000255523,
ENSG00000255525.1,ENSG00000255525,
ENSG00000255527.1,ENSG00000255527,
ENSG00000255528.1,ENSG00000255528,
ENSG00000255532.1,ENSG00000255532,
ENSG00000255533.1,ENSG00000255533,
ENSG00000255534.1,ENSG00000255534,OR4A43P
ENSG00000255535.2,ENSG00000255535,
ENSG00000255536.1,ENSG00000255536,MRGPRX5P
ENSG00000255537.1,ENSG00000255537,
ENSG00000255538.1,ENSG00000255538,OR10V2P
ENSG00000255539.1,ENSG00000255539,
ENSG00000255540.1,ENSG00000255540,
ENSG00000255541.1,ENSG00000255541,
ENSG00000255542.1,ENSG00000255542,
ENSG00000255543.1,ENSG00000255543,
ENSG00000255547.1,ENSG00000255547,RPA2P3
ENSG00000255548.1,ENSG00000255548,
ENSG00000255550.1,ENSG00000255550,
ENSG00000255551.1,ENSG00000255551,
ENSG00000255554.1,ENSG00000255554,OR7E1P
ENSG00000255555.1,ENSG00000255555,
ENSG00000255557.1,ENSG00000255557,
ENSG00000255558.1,ENSG00000255558,
ENSG00000255560.1,ENSG00000255560,OR4R2P
ENSG00000255562.2,ENSG00000255562,UNC93B6
ENSG00000255563.1,ENSG00000255563,
ENSG00000255572.1,ENSG00000255572,
ENSG00000255580.1,ENSG00000255580,
ENSG00000255581.1,ENSG00000255581,
ENSG00000255599.1,ENSG00000255599,
ENSG00000255605.1,ENSG00000255605,
ENSG00000255606.1,ENSG00000255606,
ENSG00000255608.1,ENSG00000255608,
ENSG00000255621.1,ENSG00000255621,
ENSG00000255624.3,ENSG00000255624,C10orf88B
ENSG00000255639.3,ENSG00000255639,
ENSG00000255641.1,ENSG00000255641,
ENSG00000255653.1,ENSG00000255653,
ENSG00000255663.1,ENSG00000255663,
ENSG00000255669.2,ENSG00000255669,
ENSG00000255670.1,ENSG00000255670,
ENSG00000255671.1,ENSG00000255671,
ENSG00000255672.1,ENSG00000255672,
ENSG00000255679.1,ENSG00000255679,JRKL-AS1
ENSG00000255680.1,ENSG00000255680,
ENSG00000255689.1,ENSG00000255689,
ENSG00000255710.2,ENSG00000255710,
ENSG00000255734.1,ENSG00000255734,HNRNPABP1
ENSG00000255741.1,ENSG00000255741,
ENSG00000255746.1,ENSG00000255746,
ENSG00000255753.1,ENSG00000255753,
ENSG00000255774.2,ENSG00000255774,LINC02747
ENSG00000255775.1,ENSG00000255775,
ENSG00000255776.1,ENSG00000255776,VDAC2P2
ENSG00000255786.1,ENSG00000255786,
ENSG00000255801.1,ENSG00000255801,
ENSG00000255808.1,ENSG00000255808,PDE2A-AS1
ENSG00000255819.7,ENSG00000255819,KLRC4-KLRK1
ENSG00000255825.1,ENSG00000255825,
ENSG00000255829.1,ENSG00000255829,
ENSG00000255836.1,ENSG00000255836,
ENSG00000255837.1,ENSG00000255837,TAS2R20
ENSG00000255843.1,ENSG00000255843,
ENSG00000255845.1,ENSG00000255845,
ENSG00000255847.5,ENSG00000255847,
ENSG00000255855.2,ENSG00000255855,KDM4F
ENSG00000255860.3,ENSG00000255860,
ENSG00000255870.1,ENSG00000255870,
ENSG00000255882.1,ENSG00000255882,
ENSG00000255885.1,ENSG00000255885,
ENSG00000255893.1,ENSG00000255893,
ENSG00000255903.2,ENSG00000255903,RPL12P46
ENSG00000255928.1,ENSG00000255928,
ENSG00000255929.5,ENSG00000255929,
ENSG00000255947.1,ENSG00000255947,
ENSG00000255949.1,ENSG00000255949,RPS6KB2-AS1
ENSG00000255958.1,ENSG00000255958,GABARAPL1-AS1
ENSG00000255959.1,ENSG00000255959,
ENSG00000255964.1,ENSG00000255964,HSPD1P12
ENSG00000255966.1,ENSG00000255966,
ENSG00000255967.1,ENSG00000255967,HADHAP2
ENSG00000255973.1,ENSG00000255973,
ENSG00000255977.1,ENSG00000255977,
ENSG00000255980.1,ENSG00000255980,
ENSG00000255982.1,ENSG00000255982,NXPE2P1
ENSG00000255983.1,ENSG00000255983,
ENSG00000255995.1,ENSG00000255995,
ENSG00000255996.1,ENSG00000255996,
ENSG00000256004.1,ENSG00000256004,
ENSG00000256006.1,ENSG00000256006,
ENSG00000256007.1,ENSG00000256007,ARAP1-AS1
ENSG00000256011.1,ENSG00000256011,
ENSG00000256019.1,ENSG00000256019,TAS2R63P
ENSG00000256020.1,ENSG00000256020,
ENSG00000256030.1,ENSG00000256030,CBX3P4
ENSG00000256034.1,ENSG00000256034,
ENSG00000256035.1,ENSG00000256035,
ENSG00000256041.1,ENSG00000256041,
ENSG00000256069.7,ENSG00000256069,A2MP1
ENSG00000256091.1,ENSG00000256091,MTRF1LP1
ENSG00000256098.1,ENSG00000256098,
ENSG00000256100.1,ENSG00000256100,
ENSG00000256101.5,ENSG00000256101,
ENSG00000256103.2,ENSG00000256103,ATP5MFP5
ENSG00000256116.1,ENSG00000256116,
ENSG00000256136.1,ENSG00000256136,
ENSG00000256146.1,ENSG00000256146,
ENSG00000256148.1,ENSG00000256148,
ENSG00000256150.2,ENSG00000256150,ITFG2-AS1
ENSG00000256155.1,ENSG00000256155,LINC02598
ENSG00000256167.1,ENSG00000256167,ATF4P4
ENSG00000256171.1,ENSG00000256171,GCSHP4
ENSG00000256181.1,ENSG00000256181,
ENSG00000256188.3,ENSG00000256188,TAS2R30
ENSG00000256189.1,ENSG00000256189,
ENSG00000256197.1,ENSG00000256197,TSPAN9-IT1
ENSG00000256206.2,ENSG00000256206,
ENSG00000256218.1,ENSG00000256218,
ENSG00000256220.1,ENSG00000256220,
ENSG00000256237.1,ENSG00000256237,
ENSG00000256254.1,ENSG00000256254,
ENSG00000256257.1,ENSG00000256257,CACNA1C-IT2
ENSG00000256263.1,ENSG00000256263,DDX11L8
ENSG00000256271.1,ENSG00000256271,CACNA1C-AS2
ENSG00000256274.1,ENSG00000256274,TAS2R64P
ENSG00000256280.1,ENSG00000256280,
ENSG00000256281.1,ENSG00000256281,
ENSG00000256282.1,ENSG00000256282,
ENSG00000256288.1,ENSG00000256288,LINC02617
ENSG00000256306.1,ENSG00000256306,
ENSG00000256315.1,ENSG00000256315,
ENSG00000256331.1,ENSG00000256331,NIFKP3
ENSG00000256341.1,ENSG00000256341,
ENSG00000256347.1,ENSG00000256347,OR8R1P
ENSG00000256349.1,ENSG00000256349,
ENSG00000256356.1,ENSG00000256356,HSPA8P5
ENSG00000256361.1,ENSG00000256361,
ENSG00000256381.1,ENSG00000256381,
ENSG00000256400.1,ENSG00000256400,
ENSG00000256403.1,ENSG00000256403,
ENSG00000256417.1,ENSG00000256417,
ENSG00000256427.2,ENSG00000256427,
ENSG00000256436.1,ENSG00000256436,TAS2R31
ENSG00000256441.1,ENSG00000256441,DNAJB6P5
ENSG00000256443.1,ENSG00000256443,
ENSG00000256448.5,ENSG00000256448,
ENSG00000256452.1,ENSG00000256452,
ENSG00000256464.1,ENSG00000256464,YWHABP2
ENSG00000256469.1,ENSG00000256469,
ENSG00000256480.1,ENSG00000256480,
ENSG00000256481.1,ENSG00000256481,
ENSG00000256508.2,ENSG00000256508,MRGPRF-AS1
ENSG00000256514.1,ENSG00000256514,
ENSG00000256518.3,ENSG00000256518,
ENSG00000256533.1,ENSG00000256533,
ENSG00000256540.1,ENSG00000256540,
ENSG00000256552.2,ENSG00000256552,
ENSG00000256577.2,ENSG00000256577,
ENSG00000256582.1,ENSG00000256582,LINC02390
ENSG00000256588.1,ENSG00000256588,
ENSG00000256589.2,ENSG00000256589,ENPP7P5
ENSG00000256591.5,ENSG00000256591,
ENSG00000256594.8,ENSG00000256594,
ENSG00000256603.1,ENSG00000256603,
ENSG00000256626.1,ENSG00000256626,
ENSG00000256633.1,ENSG00000256633,PDE2A-AS2
ENSG00000256651.1,ENSG00000256651,
ENSG00000256657.1,ENSG00000256657,
ENSG00000256658.1,ENSG00000256658,
ENSG00000256661.1,ENSG00000256661,A2ML1-AS1
ENSG00000256667.6,ENSG00000256667,KLRA1P
ENSG00000256672.1,ENSG00000256672,LINC02455
ENSG00000256673.1,ENSG00000256673,
ENSG00000256674.1,ENSG00000256674,
ENSG00000256681.1,ENSG00000256681,CCDC58P5
ENSG00000256682.2,ENSG00000256682,
ENSG00000256684.1,ENSG00000256684,LINC02737
ENSG00000256690.1,ENSG00000256690,
ENSG00000256691.1,ENSG00000256691,
ENSG00000256694.1,ENSG00000256694,
ENSG00000256706.1,ENSG00000256706,
ENSG00000256712.1,ENSG00000256712,
ENSG00000256717.1,ENSG00000256717,LINC02698
ENSG00000256720.1,ENSG00000256720,BTG1P1
ENSG00000256721.1,ENSG00000256721,CACNA1C-IT3
ENSG00000256723.1,ENSG00000256723,
ENSG00000256734.1,ENSG00000256734,
ENSG00000256739.1,ENSG00000256739,
ENSG00000256745.1,ENSG00000256745,
ENSG00000256746.5,ENSG00000256746,MADD-AS1
ENSG00000256748.1,ENSG00000256748,
ENSG00000256752.1,ENSG00000256752,HPRT1P3
ENSG00000256757.1,ENSG00000256757,
ENSG00000256769.1,ENSG00000256769,CACNA1C-AS3
ENSG00000256779.2,ENSG00000256779,
ENSG00000256789.1,ENSG00000256789,
ENSG00000256797.1,ENSG00000256797,KLRF2
ENSG00000256799.1,ENSG00000256799,
ENSG00000256803.1,ENSG00000256803,
ENSG00000256813.1,ENSG00000256813,
ENSG00000256817.1,ENSG00000256817,TPT1P12
ENSG00000256824.1,ENSG00000256824,
ENSG00000256837.1,ENSG00000256837,CACNA1C-IT1
ENSG00000256847.1,ENSG00000256847,CCND2P1
ENSG00000256863.1,ENSG00000256863,
ENSG00000256897.1,ENSG00000256897,
ENSG00000256898.1,ENSG00000256898,
ENSG00000256902.1,ENSG00000256902,IQSEC3P1
ENSG00000256904.1,ENSG00000256904,A2ML1-AS2
ENSG00000256912.1,ENSG00000256912,GCNAP1
ENSG00000256913.1,ENSG00000256913,
ENSG00000256916.1,ENSG00000256916,
ENSG00000256928.1,ENSG00000256928,
ENSG00000256937.1,ENSG00000256937,KRT17P8
ENSG00000256944.1,ENSG00000256944,
ENSG00000256947.1,ENSG00000256947,
ENSG00000256948.1,ENSG00000256948,
ENSG00000256967.1,ENSG00000256967,
ENSG00000256972.1,ENSG00000256972,
ENSG00000256975.1,ENSG00000256975,
ENSG00000256981.1,ENSG00000256981,
ENSG00000257002.1,ENSG00000257002,
ENSG00000257004.1,ENSG00000257004,
ENSG00000257012.1,ENSG00000257012,
ENSG00000257016.1,ENSG00000257016,SLC25A39P2
ENSG00000257027.1,ENSG00000257027,
ENSG00000257038.1,ENSG00000257038,
ENSG00000257043.1,ENSG00000257043,SRSF3P1
ENSG00000257048.1,ENSG00000257048,LINC02417
ENSG00000257052.1,ENSG00000257052,
ENSG00000257058.1,ENSG00000257058,
ENSG00000257069.6,ENSG00000257069,
ENSG00000257070.1,ENSG00000257070,
ENSG00000257075.1,ENSG00000257075,RPEP6
ENSG00000257078.1,ENSG00000257078,
ENSG00000257084.1,ENSG00000257084,MIR200CHG
ENSG00000257086.1,ENSG00000257086,
ENSG00000257087.1,ENSG00000257087,
ENSG00000257101.1,ENSG00000257101,LRRC37A13P
ENSG00000257105.1,ENSG00000257105,
ENSG00000257271.1,ENSG00000257271,KIRREL3-AS1
ENSG00000257582.5,ENSG00000257582,LINC01475
ENSG00000258092.1,ENSG00000258092,
ENSG00000258114.1,ENSG00000258114,
ENSG00000258325.2,ENSG00000258325,ITFG2-AS1
ENSG00000258529.5,ENSG00000258529,
ENSG00000258539.1,ENSG00000258539,
ENSG00000258588.3,ENSG00000258588,TRIM6-TRIM34
ENSG00000258817.1,ENSG00000258817,OR4C13
ENSG00000259021.2,ENSG00000259021,TPRX1P1
ENSG00000259112.2,ENSG00000259112,NDUFC2-KCTD14
ENSG00000259290.1,ENSG00000259290,
ENSG00000259541.5,ENSG00000259541,
ENSG00000259854.1,ENSG00000259854,
ENSG00000260008.1,ENSG00000260008,
ENSG00000260196.1,ENSG00000260196,
ENSG00000260209.1,ENSG00000260209,
ENSG00000260233.3,ENSG00000260233,ZNRD2-AS1
ENSG00000260254.1,ENSG00000260254,
ENSG00000260348.1,ENSG00000260348,
ENSG00000260401.1,ENSG00000260401,
ENSG00000260461.1,ENSG00000260461,
ENSG00000260475.1,ENSG00000260475,
ENSG00000260595.1,ENSG00000260595,OR4C49P
ENSG00000260629.2,ENSG00000260629,BGLT3
ENSG00000260679.1,ENSG00000260679,
ENSG00000260808.1,ENSG00000260808,
ENSG00000260863.1,ENSG00000260863,CYP2C60P
ENSG00000260877.2,ENSG00000260877,
ENSG00000260895.1,ENSG00000260895,
ENSG00000260917.1,ENSG00000260917,
ENSG00000260966.1,ENSG00000260966,
ENSG00000261011.1,ENSG00000261011,
ENSG00000261070.1,ENSG00000261070,
ENSG00000261098.1,ENSG00000261098,
ENSG00000261257.1,ENSG00000261257,
ENSG00000261276.1,ENSG00000261276,
ENSG00000261340.1,ENSG00000261340,LINC01616
ENSG00000261347.1,ENSG00000261347,
ENSG00000261438.1,ENSG00000261438,
ENSG00000261578.1,ENSG00000261578,
ENSG00000261625.1,ENSG00000261625,
ENSG00000261799.1,ENSG00000261799,
ENSG00000263389.1,ENSG00000263389,MIR3973
ENSG00000263436.1,ENSG00000263436,MIR3158-1
ENSG00000263465.4,ENSG00000263465,SRSF8
ENSG00000263540.1,ENSG00000263540,MIR5582
ENSG00000263693.1,ENSG00000263693,MIR3161
ENSG00000263742.1,ENSG00000263742,MIR3165
ENSG00000263744.1,ENSG00000263744,MIR3664
ENSG00000263873.1,ENSG00000263873,THY1-AS1
ENSG00000263885.1,ENSG00000263885,MIR3920
ENSG00000263944.2,ENSG00000263944,RN7SL435P
ENSG00000263993.2,ENSG00000263993,RN7SL786P
ENSG00000263999.2,ENSG00000263999,RN7SL42P
ENSG00000264032.1,ENSG00000264032,MIR4491
ENSG00000264102.1,ENSG00000264102,MIR4688
ENSG00000264110.1,ENSG00000264110,MIR4300
ENSG00000264200.1,ENSG00000264200,MIR4693
ENSG00000264211.1,ENSG00000264211,MIR4492
ENSG00000264309.1,ENSG00000264309,MIR4694
ENSG00000264313.2,ENSG00000264313,RN7SL644P
ENSG00000264402.1,ENSG00000264402,MIR548AL
ENSG00000264493.1,ENSG00000264493,MIR4298
ENSG00000264519.2,ENSG00000264519,RN7SL596P
ENSG00000264559.1,ENSG00000264559,MIR3162
ENSG00000264572.1,ENSG00000264572,MIR4296
ENSG00000264583.1,ENSG00000264583,MIR4487
ENSG00000264603.1,ENSG00000264603,MIR3159
ENSG00000264610.1,ENSG00000264610,MIR4685
ENSG00000264763.1,ENSG00000264763,MIR4295
ENSG00000264803.1,ENSG00000264803,MIR378C
ENSG00000264984.1,ENSG00000264984,MIR5691
ENSG00000264997.1,ENSG00000264997,
ENSG00000265014.1,ENSG00000265014,MIR3160-1
ENSG00000265064.1,ENSG00000265064,MIR4692
ENSG00000265092.1,ENSG00000265092,MIR4484
ENSG00000265140.1,ENSG00000265140,MIR4301
ENSG00000265210.1,ENSG00000265210,MIR4486
ENSG00000265258.1,ENSG00000265258,MIR4686
ENSG00000265357.1,ENSG00000265357,MIR4493
ENSG00000265370.1,ENSG00000265370,MIR4682
ENSG00000265375.1,ENSG00000265375,MIR4679-2
ENSG00000265388.2,ENSG00000265388,RN7SL391P
ENSG00000265395.1,ENSG00000265395,MIR3944
ENSG00000265442.1,ENSG00000265442,MIR3941
ENSG00000265486.2,ENSG00000265486,RN7SL518P
ENSG00000265539.1,ENSG00000265539,MIR3164
ENSG00000265559.2,ENSG00000265559,RN7SL652P
ENSG00000265566.2,ENSG00000265566,RN7SL605P
ENSG00000265719.1,ENSG00000265719,MIR4681
ENSG00000265874.1,ENSG00000265874,MIR4489
ENSG00000265902.1,ENSG00000265902,MIR4696
ENSG00000265973.1,ENSG00000265973,
ENSG00000266006.1,ENSG00000266006,MIR4488
ENSG00000266041.1,ENSG00000266041,MIR4690
ENSG00000266043.1,ENSG00000266043,MIR3649
ENSG00000266192.3,ENSG00000266192,MIR1260B
ENSG00000266200.6,ENSG00000266200,PNLIPRP2
ENSG00000266215.1,ENSG00000266215,MIR3167
ENSG00000266407.1,ENSG00000266407,MIR3157
ENSG00000266423.1,ENSG00000266423,MIR3163
ENSG00000266570.1,ENSG00000266570,MIR5579
ENSG00000266581.1,ENSG00000266581,MIR3166
ENSG00000266645.1,ENSG00000266645,MIR4299
ENSG00000266676.1,ENSG00000266676,MIR4297
ENSG00000266703.1,ENSG00000266703,MIR4490
ENSG00000266719.1,ENSG00000266719,MIR4676
ENSG00000266754.2,ENSG00000266754,RN7SL524P
ENSG00000266782.1,ENSG00000266782,MIR3663
ENSG00000266852.2,ENSG00000266852,MIR4482
ENSG00000267285.1,ENSG00000267285,
ENSG00000267811.1,ENSG00000267811,
ENSG00000267940.1,ENSG00000267940,
ENSG00000268403.2,ENSG00000268403,
ENSG00000268472.2,ENSG00000268472,
ENSG00000268584.1,ENSG00000268584,
ENSG00000268635.2,ENSG00000268635,
ENSG00000268659.2,ENSG00000268659,
ENSG00000269038.1,ENSG00000269038,
ENSG00000269176.2,ENSG00000269176,
ENSG00000269256.1,ENSG00000269256,
ENSG00000269463.1,ENSG00000269463,
ENSG00000269570.2,ENSG00000269570,
ENSG00000269821.1,ENSG00000269821,KCNQ1OT1
ENSG00000269891.2,ENSG00000269891,ARHGAP19-SLIT1
ENSG00000269892.1,ENSG00000269892,
ENSG00000269895.1,ENSG00000269895,
ENSG00000269915.1,ENSG00000269915,
ENSG00000269939.1,ENSG00000269939,PCF11-AS1
ENSG00000269944.1,ENSG00000269944,
ENSG00000269968.1,ENSG00000269968,
ENSG00000270002.1,ENSG00000270002,
ENSG00000270030.1,ENSG00000270030,
ENSG00000270060.1,ENSG00000270060,
ENSG00000270068.1,ENSG00000270068,
ENSG00000270072.1,ENSG00000270072,
ENSG00000270075.1,ENSG00000270075,
ENSG00000270087.5,ENSG00000270087,
ENSG00000270099.1,ENSG00000270099,
ENSG00000270105.1,ENSG00000270105,
ENSG00000270117.1,ENSG00000270117,
ENSG00000270179.1,ENSG00000270179,
ENSG00000270202.1,ENSG00000270202,
ENSG00000270204.1,ENSG00000270204,
ENSG00000270269.1,ENSG00000270269,IMMP1LP1
ENSG00000270294.1,ENSG00000270294,XIAPP1
ENSG00000270296.1,ENSG00000270296,STX8P1
ENSG00000270300.2,ENSG00000270300,PHACTR2P1
ENSG00000270316.1,ENSG00000270316,BORCS7-ASMT
ENSG00000270323.1,ENSG00000270323,
ENSG00000270333.1,ENSG00000270333,
ENSG00000270403.1,ENSG00000270403,
ENSG00000270423.1,ENSG00000270423,
ENSG00000270435.1,ENSG00000270435,
ENSG00000270449.1,ENSG00000270449,
ENSG00000270491.1,ENSG00000270491,
ENSG00000270510.1,ENSG00000270510,
ENSG00000270526.1,ENSG00000270526,SNRPGP19
ENSG00000270578.1,ENSG00000270578,
ENSG00000270588.1,ENSG00000270588,
ENSG00000270589.1,ENSG00000270589,
ENSG00000270607.1,ENSG00000270607,
ENSG00000270623.1,ENSG00000270623,SPCS2P2
ENSG00000270670.1,ENSG00000270670,MARK2P16
ENSG00000270689.1,ENSG00000270689,BUD13P1
ENSG00000270701.1,ENSG00000270701,
ENSG00000270753.1,ENSG00000270753,
ENSG00000270775.1,ENSG00000270775,
ENSG00000270778.1,ENSG00000270778,BUB1P1
ENSG00000270808.1,ENSG00000270808,
ENSG00000270857.1,ENSG00000270857,
ENSG00000270863.1,ENSG00000270863,DDX55P1
ENSG00000270868.1,ENSG00000270868,
ENSG00000270874.1,ENSG00000270874,RPAP2P1
ENSG00000270897.1,ENSG00000270897,
ENSG00000270902.1,ENSG00000270902,
ENSG00000270903.1,ENSG00000270903,HNRNPA3P9
ENSG00000270921.1,ENSG00000270921,CICP23
ENSG00000270929.1,ENSG00000270929,SRD5A3P1
ENSG00000270965.1,ENSG00000270965,NTAN1P1
ENSG00000270969.1,ENSG00000270969,
ENSG00000270972.1,ENSG00000270972,
ENSG00000270973.1,ENSG00000270973,SMARCE1P7
ENSG00000271022.1,ENSG00000271022,
ENSG00000271025.1,ENSG00000271025,
ENSG00000271028.1,ENSG00000271028,
ENSG00000271100.1,ENSG00000271100,
ENSG00000271215.1,ENSG00000271215,RPL21P136
ENSG00000271318.1,ENSG00000271318,MOB4P2
ENSG00000271332.1,ENSG00000271332,
ENSG00000271343.1,ENSG00000271343,
ENSG00000271350.1,ENSG00000271350,
ENSG00000271353.1,ENSG00000271353,
ENSG00000271369.1,ENSG00000271369,
ENSG00000271370.1,ENSG00000271370,
ENSG00000271385.1,ENSG00000271385,
ENSG00000271390.1,ENSG00000271390,
ENSG00000271408.1,ENSG00000271408,NAPGP1
ENSG00000271412.1,ENSG00000271412,PRR13P3
ENSG00000271434.3,ENSG00000271434,
ENSG00000271491.1,ENSG00000271491,
ENSG00000271500.1,ENSG00000271500,
ENSG00000271543.1,ENSG00000271543,
ENSG00000271557.1,ENSG00000271557,YPEL5P2
ENSG00000271573.1,ENSG00000271573,
ENSG00000271584.2,ENSG00000271584,LINC02550
ENSG00000271600.1,ENSG00000271600,
ENSG00000271602.1,ENSG00000271602,KRT8P49
ENSG00000271624.1,ENSG00000271624,
ENSG00000271670.1,ENSG00000271670,
ENSG00000271710.1,ENSG00000271710,NDUFA8P1
ENSG00000271751.1,ENSG00000271751,
ENSG00000271758.2,ENSG00000271758,
ENSG00000271816.1,ENSG00000271816,
ENSG00000271880.1,ENSG00000271880,AGAP11
ENSG00000271933.1,ENSG00000271933,
ENSG00000271969.1,ENSG00000271969,
ENSG00000271985.1,ENSG00000271985,
ENSG00000272034.1,ENSG00000272034,SNORD14A
ENSG00000272036.1,ENSG00000272036,MIR139
ENSG00000272075.2,ENSG00000272075,RN7SL828P
ENSG00000272140.2,ENSG00000272140,
ENSG00000272160.1,ENSG00000272160,RNU4-5P
ENSG00000272173.1,ENSG00000272173,
ENSG00000272186.1,ENSG00000272186,
ENSG00000272412.2,ENSG00000272412,RN7SL778P
ENSG00000272447.1,ENSG00000272447,
ENSG00000272489.1,ENSG00000272489,
ENSG00000272508.1,ENSG00000272508,
ENSG00000272536.2,ENSG00000272536,RN7SL840P
ENSG00000272559.1,ENSG00000272559,OR51F3P
ENSG00000272569.1,ENSG00000272569,OR5BL1P
ENSG00000272572.1,ENSG00000272572,
ENSG00000272589.1,ENSG00000272589,ZSWIM8-AS1
ENSG00000272599.2,ENSG00000272599,
ENSG00000272627.1,ENSG00000272627,
ENSG00000272630.1,ENSG00000272630,
ENSG00000272631.1,ENSG00000272631,
ENSG00000272634.2,ENSG00000272634,OR51F5P
ENSG00000272642.2,ENSG00000272642,
ENSG00000272664.1,ENSG00000272664,OR51C4P
ENSG00000272676.1,ENSG00000272676,OR5AO1P
ENSG00000272685.1,ENSG00000272685,OR9I3P
ENSG00000272734.1,ENSG00000272734,ADIRF-AS1
ENSG00000272748.1,ENSG00000272748,
ENSG00000272791.1,ENSG00000272791,
ENSG00000272817.1,ENSG00000272817,
ENSG00000272882.1,ENSG00000272882,OR2BH1P
ENSG00000272900.1,ENSG00000272900,OR10Q2P
ENSG00000272912.1,ENSG00000272912,
ENSG00000272916.5,ENSG00000272916,
ENSG00000272917.1,ENSG00000272917,
ENSG00000272921.1,ENSG00000272921,
ENSG00000272933.1,ENSG00000272933,
ENSG00000272987.1,ENSG00000272987,OR5AL1
ENSG00000273003.1,ENSG00000273003,ARL2-SNX15
ENSG00000273051.1,ENSG00000273051,OR51F4P
ENSG00000273108.1,ENSG00000273108,
ENSG00000273124.1,ENSG00000273124,
ENSG00000273162.1,ENSG00000273162,
ENSG00000273228.1,ENSG00000273228,OR5BQ1P
ENSG00000273248.1,ENSG00000273248,
ENSG00000273255.1,ENSG00000273255,OR5BP1P
ENSG00000273262.1,ENSG00000273262,
ENSG00000273327.1,ENSG00000273327,OR6L2P
ENSG00000273336.1,ENSG00000273336,OR7M1P
ENSG00000273372.1,ENSG00000273372,SFTPD-AS1
ENSG00000273408.1,ENSG00000273408,OR5B15P
ENSG00000273413.1,ENSG00000273413,
ENSG00000273450.1,ENSG00000273450,
ENSG00000273476.1,ENSG00000273476,
ENSG00000273485.1,ENSG00000273485,
ENSG00000273497.1,ENSG00000273497,
ENSG00000273521.1,ENSG00000273521,
ENSG00000273599.1,ENSG00000273599,
ENSG00000273600.1,ENSG00000273600,
ENSG00000273677.1,ENSG00000273677,
ENSG00000273725.1,ENSG00000273725,
ENSG00000273767.1,ENSG00000273767,
ENSG00000273813.1,ENSG00000273813,
ENSG00000273819.1,ENSG00000273819,ENPP7P7
ENSG00000273885.1,ENSG00000273885,
ENSG00000273891.1,ENSG00000273891,
ENSG00000273904.1,ENSG00000273904,
ENSG00000273908.1,ENSG00000273908,
ENSG00000273912.1,ENSG00000273912,MIR8068
ENSG00000273946.1,ENSG00000273946,RN7SL733P
ENSG00000273980.1,ENSG00000273980,
ENSG00000274004.1,ENSG00000274004,
ENSG00000274006.1,ENSG00000274006,
ENSG00000274056.1,ENSG00000274056,MIR6507
ENSG00000274066.1,ENSG00000274066,MIR6514
ENSG00000274072.1,ENSG00000274072,
ENSG00000274097.1,ENSG00000274097,RNA5SP535
ENSG00000274150.1,ENSG00000274150,FADS2B
ENSG00000274197.1,ENSG00000274197,
ENSG00000274251.1,ENSG00000274251,
ENSG00000274303.1,ENSG00000274303,
ENSG00000274314.1,ENSG00000274314,MIR6749
ENSG00000274486.1,ENSG00000274486,
ENSG00000274544.1,ENSG00000274544,SNORD28
ENSG00000274551.1,ENSG00000274551,
ENSG00000274584.1,ENSG00000274584,
ENSG00000274589.1,ENSG00000274589,
ENSG00000274599.2,ENSG00000274599,DUX4L24
ENSG00000274660.1,ENSG00000274660,
ENSG00000274664.1,ENSG00000274664,
ENSG00000274685.1,ENSG00000274685,
ENSG00000274686.1,ENSG00000274686,
ENSG00000274691.1,ENSG00000274691,
ENSG00000274740.1,ENSG00000274740,
ENSG00000274742.1,ENSG00000274742,
ENSG00000274770.1,ENSG00000274770,MIR6128
ENSG00000274866.1,ENSG00000274866,
ENSG00000274986.1,ENSG00000274986,MIR6750
ENSG00000274999.1,ENSG00000274999,MIR8052
ENSG00000275005.1,ENSG00000275005,
ENSG00000275015.1,ENSG00000275015,
ENSG00000275022.1,ENSG00000275022,MIR6753
ENSG00000275024.1,ENSG00000275024,
ENSG00000275043.1,ENSG00000275043,SNORD25
ENSG00000275119.1,ENSG00000275119,
ENSG00000275146.1,ENSG00000275146,
ENSG00000275208.1,ENSG00000275208,MIR6745
ENSG00000275266.1,ENSG00000275266,
ENSG00000275327.1,ENSG00000275327,
ENSG00000275344.1,ENSG00000275344,MIR6503
ENSG00000275367.1,ENSG00000275367,
ENSG00000275373.1,ENSG00000275373,MIR6124
ENSG00000275484.1,ENSG00000275484,
ENSG00000275560.1,ENSG00000275560,
ENSG00000275598.1,ENSG00000275598,
ENSG00000275610.1,ENSG00000275610,DUX4L21
ENSG00000275612.1,ENSG00000275612,
ENSG00000275666.1,ENSG00000275666,
ENSG00000275669.1,ENSG00000275669,MIR6744
ENSG00000275693.1,ENSG00000275693,
ENSG00000275703.1,ENSG00000275703,
ENSG00000275725.1,ENSG00000275725,
ENSG00000275778.2,ENSG00000275778,
ENSG00000275811.1,ENSG00000275811,HTR1DP1
ENSG00000275850.1,ENSG00000275850,
ENSG00000275868.1,ENSG00000275868,MIR8054
ENSG00000275948.1,ENSG00000275948,
ENSG00000275963.1,ENSG00000275963,
ENSG00000275996.1,ENSG00000275996,SNORD27
ENSG00000276015.1,ENSG00000276015,
ENSG00000276046.1,ENSG00000276046,DUX4L13
ENSG00000276102.1,ENSG00000276102,MIR6747
ENSG00000276105.1,ENSG00000276105,
ENSG00000276109.1,ENSG00000276109,
